84.35	-1.12936	0.280097
84.65	-0.989232	0.187335
84.95	-0.821135	0.154283
85.25	-0.687621	0.124662
85.55	-0.580309	0.101321
85.85	-0.483985	0.0703019
86.15	-0.413661	0.0623982
86.45	-0.363602	0.0499639
86.75	-0.308682	0.0391899
87.05	-0.269082	0.0328198
87.35	-0.235032	0.0252468
87.65	-0.206914	0.0208776
87.95	-0.181452	0.0168908
88.25	-0.161351	0.0140696
88.55	-0.144954	0.0115886
88.85	-0.130109	0.0105737
89.15	-0.116156	0.00838003
89.45	-0.104645	0.00701005
89.75	-0.0946683	0.00666044
90.05	-0.0859546	0.00545939
90.35	-0.0780817	0.00502608
90.65	-0.0714171	0.00451809
90.95	-0.0648618	0.00356466
91.25	-0.0595767	0.00314327
91.55	-0.0547971	0.00292943
91.85	-0.0503826	0.00248745
92.15	-0.0466098	0.00226429
92.45	-0.0429098	0.00181722
92.75	-0.0396925	0.00169467
93.05	-0.0369551	0.00161273
93.35	-0.0341944	0.00152666
93.65	-0.0318607	0.00135351
93.95	-0.0297673	0.0011731
94.25	-0.0276626	0.00107468
94.55	-0.0258977	0.000998066
94.85	-0.0241879	0.000796229
