102.1	0.237458	1.53135
102.3	-0.0737818	1.27553
102.5	-0.228875	1.1185
102.7	-0.351593	0.941651
102.9	-0.522156	0.619116
103.1	-0.600399	0.311867
103.3	-0.617102	0.136448
103.5	-0.569894	0.101834
103.7	-0.510622	0.0856785
103.9	-0.453354	0.0822685
104.1	-0.398247	0.0711831
104.3	-0.356319	0.0607598
104.5	-0.312093	0.0494056
104.7	-0.275537	0.0433526
104.9	-0.241997	0.0364862
105.1	-0.21699	0.030411
105.3	-0.193565	0.025296
105.5	-0.17448	0.0225372
105.7	-0.155124	0.0198606
105.9	-0.139617	0.0161372
106.1	-0.125556	0.014259
106.3	-0.114125	0.0114385
106.5	-0.103162	0.01092
106.7	-0.0948429	0.00916496
106.9	-0.0855009	0.00774667
107.1	-0.0788491	0.00656802
107.3	-0.0719109	0.0057881
107.5	-0.0664752	0.00521168
107.7	-0.0608854	0.00474183
107.9	-0.0561718	0.00434068
108.1	-0.0521465	0.00376061
108.3	-0.0483562	0.0031525
108.5	-0.0447517	0.0028662
108.7	-0.0414144	0.0026605
108.9	-0.0385941	0.00239583
109.1	-0.0360841	0.00216427
109.3	-0.0337516	0.00191028
109.5	-0.0313776	0.00168386
109.7	-0.0295543	0.00146075
109.9	-0.0276037	0.00148547
