81.25	-47.1018	3.31184
81.75	-35.4988	2.69383
82.25	-29.3433	2.21097
82.75	-25.2924	1.98879
83.25	-21.01	1.72601
83.75	-17.1803	1.00063
84.25	-14.1902	0.805645
84.75	-12.0806	0.652516
85.25	-10.6992	0.699259
85.75	-9.30965	0.486822
86.25	-8.09602	0.389131
86.75	-7.13251	0.358881
87.25	-6.36824	0.320071
87.75	-5.66295	0.22496
88.25	-5.152	0.176839
88.75	-4.58017	0.174664
89.25	-4.14211	0.1572
89.75	-3.78626	0.120897
90.25	-3.43845	0.102917
90.75	-3.12881	0.100288
91.25	-2.86811	0.082728
91.75	-2.65135	0.0842084
92.25	-2.43866	0.0683253
92.75	-2.23697	0.0669361
93.25	-2.09124	0.0540085
93.75	-1.945	0.0472791
94.25	-1.79042	0.0472093
94.75	-1.66668	0.0358378
95.25	-1.56547	0.030772
95.75	-1.4468	0.0333028
96.25	-1.3717	0.0345653
96.75	-1.28266	0.0305473
97.25	-1.19278	0.0261912
97.75	-1.11722	0.0205232
98.25	-1.05338	0.0195812
98.75	-0.996025	0.0198243
99.25	-0.933733	0.0204069
99.75	-0.880576	0.0164414
100.25	-0.832285	0.0160332
100.75	-0.787407	0.0139484
101.25	-0.747262	0.011693
101.75	-0.703149	0.0123407
102.25	-0.666724	0.0121805
102.75	-0.634078	0.0108259
103.25	-0.601449	0.00951885
103.75	-0.571277	0.00996647
104.25	-0.542666	0.00795475
104.75	-0.516364	0.00806588
105.25	-0.487794	0.00656897
105.75	-0.465982	0.00683156
106.25	-0.447444	0.00668252
106.75	-0.42295	0.00537535
107.25	-0.403284	0.00631297
107.75	-0.383864	0.00559566
108.25	-0.369034	0.00570972
108.75	-0.352255	0.0050534
109.25	-0.336719	0.00489993
109.75	-0.321155	0.00411282
110.25	-0.307587	0.00434731
110.75	-0.295475	0.00412746
111.25	-0.282309	0.00401421
111.75	-0.271545	0.00366358
112.25	-0.260426	0.00330132
112.75	-0.249716	0.00389923
113.25	-0.239092	0.00344208
113.75	-0.230409	0.00299508
114.25	-0.220587	0.00227432
114.75	-0.212024	0.00253893
115.25	-0.20362	0.00286524
115.75	-0.19579	0.00232083
116.25	-0.188975	0.00210881
116.75	-0.181375	0.00240156
117.25	-0.174203	0.00183769
117.75	-0.16795	0.00179541
118.25	-0.161886	0.00160076
118.75	-0.155641	0.00175906
119.25	-0.150429	0.00182132
119.75	-0.14491	0.00158856
120.25	-0.139959	0.00174239
120.75	-0.135126	0.00153249
121.25	-0.130135	0.00162022
121.75	-0.125422	0.00145594
122.25	-0.121816	0.00135984
122.75	-0.117071	0.00120694
123.25	-0.11362	0.00117528
123.75	-0.109255	0.000919883
124.25	-0.106011	0.00101685
124.75	-0.102305	0.0010781
125.25	-0.0990123	0.000952689
125.75	-0.0956942	0.000907185
126.25	-0.0924573	0.000898419
126.75	-0.0897421	0.000919565
127.25	-0.0867191	0.000900878
127.75	-0.0841574	0.000667547
128.25	-0.0814011	0.000787304
128.75	-0.078605	0.000835258
129.25	-0.0762297	0.000741244
129.75	-0.0739735	0.000609401
