162.45	-93.0946	6.33811
163.15	-76.8997	4.73546
163.85	-63.3264	4.55488
164.55	-49.905	3.07151
165.25	-41.7861	2.36659
165.95	-35.8218	1.66104
166.65	-30.7157	1.21293
167.35	-27.1486	1.07768
168.05	-24.0233	1.005
168.75	-21.2203	0.758193
169.45	-19.1927	0.635787
170.15	-17.0959	0.500492
170.85	-15.5359	0.480019
171.55	-14.1253	0.331109
172.25	-12.8725	0.276991
172.95	-11.8915	0.278555
173.65	-10.9399	0.284786
174.35	-10.1259	0.245935
175.05	-9.39972	0.202956
175.75	-8.67237	0.160555
176.45	-8.15587	0.164665
177.15	-7.72357	0.12271
177.85	-7.08661	0.135702
178.55	-6.59257	0.116253
179.25	-6.20224	0.0897935
179.95	-5.83777	0.112297
180.65	-5.51032	0.117535
181.35	-5.19843	0.0844067
182.05	-4.90185	0.0670849
182.75	-4.66783	0.0710439
183.45	-4.389	0.0743607
184.15	-4.17214	0.0750885
184.85	-3.96329	0.0648234
185.55	-3.74682	0.058841
186.25	-3.57334	0.0489045
186.95	-3.36227	0.0398489
187.65	-3.23472	0.0434825
188.35	-3.0733	0.0458755
189.05	-2.92653	0.038405
189.75	-2.80742	0.0402739
190.45	-2.69306	0.0362888
191.15	-2.5645	0.0299682
191.85	-2.4533	0.0300687
192.55	-2.34461	0.033489
193.25	-2.25397	0.0283951
193.95	-2.16069	0.0268476
194.65	-2.06729	0.0220529
195.35	-1.98823	0.0249919
196.05	-1.90694	0.0255198
196.75	-1.83329	0.0212024
197.45	-1.75826	0.0209444
198.15	-1.68974	0.0194734
198.85	-1.62956	0.0147883
199.55	-1.5773	0.0159066
200.25	-1.5081	0.0189071
200.95	-1.45626	0.0144544
201.65	-1.40301	0.0147671
202.35	-1.34709	0.0136492
203.05	-1.29871	0.0115693
203.75	-1.2514	0.0119645
204.45	-1.21164	0.0116663
205.15	-1.16768	0.010603
205.85	-1.12817	0.00892885
206.55	-1.09175	0.0129207
207.25	-1.0565	0.01113
207.95	-1.02265	0.00994767
208.65	-0.986338	0.00909607
209.35	-0.951427	0.00583256
210.05	-0.925974	0.00720135
210.75	-0.892646	0.00736812
211.45	-0.867958	0.00693064
212.15	-0.838554	0.0070722
212.85	-0.812243	0.00693266
213.55	-0.786993	0.00701236
214.25	-0.763398	0.00728383
214.95	-0.740847	0.00559175
215.65	-0.717714	0.00588751
216.35	-0.695406	0.0060173
217.05	-0.67525	0.00570934
217.75	-0.655271	0.00668346
218.45	-0.637672	0.0052563
219.15	-0.617638	0.00608848
219.85	-0.600383	0.00548595
220.55	-0.5833	0.00432011
221.25	-0.568094	0.00409806
221.95	-0.550892	0.00451195
222.65	-0.534372	0.00414516
223.35	-0.519521	0.0051315
224.05	-0.505117	0.00344716
224.75	-0.490519	0.00397311
225.45	-0.478306	0.00363366
226.15	-0.467193	0.00379244
226.85	-0.45493	0.00342405
227.55	-0.44298	0.00347771
228.25	-0.42994	0.00328824
228.95	-0.420926	0.00342048
229.65	-0.410362	0.00193948
