90.5	-0.029296	0.00315282
91.5	-0.0213538	0.00195545
92.5	-0.0163035	0.00130611
93.5	-0.0131845	0.00122615
94.5	-0.0103707	0.000699076
95.5	-0.00832422	0.000432851
96.5	-0.00667067	0.000343613
97.5	-0.00554221	0.000384451
98.5	-0.00466917	0.000268238
99.5	-0.00384492	0.00018232
100.5	-0.00321165	0.000146922
101.5	-0.00278086	0.000154944
102.5	-0.00240989	0.000103247
103.5	-0.00206804	9.6112e-05
104.5	-0.00180959	6.38694e-05
105.5	-0.00156	6.53208e-05
106.5	-0.00134743	2.42825e-05
107.5	-0.00120905	4.83385e-05
108.5	-0.0010784	3.5711e-05
109.5	-0.000939851	3.24543e-05
