63.9	-0.544708	0.0893845
64.1	-0.487871	0.0793611
64.3	-0.42749	0.0714611
64.5	-0.367725	0.0603685
64.7	-0.335843	0.0495377
64.9	-0.292102	0.0392523
65.1	-0.259015	0.0351087
65.3	-0.232245	0.0296593
65.5	-0.207314	0.0239565
65.7	-0.184502	0.0204732
65.9	-0.16698	0.017626
66.1	-0.149889	0.0153233
66.3	-0.136185	0.0131883
66.5	-0.123509	0.012054
66.7	-0.112692	0.00993336
66.9	-0.102667	0.00868733
67.1	-0.0942016	0.00759126
67.3	-0.0861639	0.00641829
67.5	-0.079269	0.00592121
67.7	-0.0726079	0.00499194
67.9	-0.0673836	0.00452655
68.1	-0.0622284	0.00387595
68.3	-0.0573454	0.00351674
68.5	-0.0534597	0.00327949
68.7	-0.0495675	0.00274552
68.9	-0.0462241	0.00250004
69.1	-0.0428556	0.00221782
69.3	-0.0398631	0.00203971
69.5	-0.0374817	0.00189737
69.7	-0.0349699	0.00171158
69.9	-0.0327823	0.00150022
